Sentence #,Word,POS,Tag
Sentence426,in,IN,I-ACH
Sentence426,college,NN,I-ACH
Sentence426,level,NN,I-ACH
Sentence426,Annual,NNP,O
Sentence426,day,NN,O
Sentence426,functions,NNS,O
Sentence426,and,CC,O
Sentence426,other,JJ,O
Sentence426,technical,JJ,O
Sentence426,events,NNS,O
Sentence426,.,.,O
Sentence427,·,JJ,O
Sentence427,Programming,VBG,B-TECH
Sentence427,Knowledge,NNP,I-TECH
Sentence427,in,IN,I-TECH
Sentence427,Java,NNP,I-TECH
Sentence427,.,.,O
Sentence428,·,VB,O
Sentence428,Good,JJ,B-TECH
Sentence428,Analytical,NNP,I-TECH
Sentence428,Skills,NNP,I-TECH
Sentence428,Project,NNP,O
Sentence428,Details,NNP,O
Sentence428,Mini,NNP,O
Sentence428,Project,NNP,O
Sentence428,:,:,O
Sentence428,Project,NN,O
Sentence428,Title,NN,O
Sentence428,:,:,O
Sentence428,University,NNP,O
Sentence428,Admission,NNP,O
Sentence428,System,NNP,O
Sentence428,.,.,O
Sentence429,Duration,NN,O
Sentence429,:,:,O
Sentence429,45Days,CD,O
Sentence429,.,.,O
Sentence430,Technology,NN,O
Sentence430,Used,VBN,O
Sentence430,:,:,O
Sentence430,Core,NN,B-TECH
Sentence430,Java,NNP,I-TECH
Sentence430,",",",",O
Sentence430,MS,NNP,B-TECH
Sentence430,SQL,NNP,I-TECH
Sentence430,..,NNP,O
Sentence430,Tools,NNP,O
Sentence430,used,VBD,O
Sentence430,:,:,O
Sentence430,Java,NNP,B-TECH
Sentence430,Script,NNP,I-TECH
Sentence430,",",",",O
Sentence430,MS,NNP,B-TECH
Sentence430,SQL,NNP,I-TECH
Sentence430,Server,NNP,I-TECH
Sentence430,.,.,O
Sentence431,Project,NN,O
Sentence431,Description,NN,O
Sentence431,:,:,O
Sentence431,University,NNP,O
Sentence431,wants,VBZ,O
Sentence431,to,TO,O
Sentence431,computerize,VB,O
Sentence431,its,PRP$,O
Sentence431,admission,NN,O
Sentence431,process,NN,O
Sentence431,for,IN,O
Sentence431,higher,JJR,O
Sentence431,education,NN,O
Sentence431,courses,NNS,O
Sentence431,.,.,O
Sentence432,Basic,JJ,O
Sentence432,objectives,NNS,O
Sentence432,are,VBP,O
Sentence432,to,TO,O
Sentence432,extend,VB,O
Sentence432,their,PRP$,O
Sentence432,reach,NN,O
Sentence432,to,TO,O
Sentence432,geographically,RB,O
Sentence432,scattered,JJ,O
Sentence432,students,NNS,O
Sentence432,",",",",O
Sentence432,reducing,VBG,O
Sentence432,time,NN,O
Sentence432,in,IN,O
Sentence432,activities,NNS,O
Sentence432,",",",",O
Sentence432,centralized,VBN,O
Sentence432,data,NNS,O
Sentence432,handling,NN,O
Sentence432,and,CC,O
Sentence432,paperless,JJ,O
Sentence432,admission,NN,O
Sentence432,with,IN,O
Sentence432,reduced,JJ,O
Sentence432,manpower,NN,O
Sentence432,.,.,O
Sentence433,Cost,NN,O
Sentence433,cutting,NN,O
Sentence433,",",",",O
Sentence433,operational,JJ,O
Sentence433,efficiency,NN,O
Sentence433,",",",",O
Sentence433,consist,JJ,O
Sentence433,view,NN,O
Sentence433,of,IN,O
Sentence433,data,NNS,O
Sentence433,and,CC,O
Sentence433,integration,NN,O
Sentence433,with,IN,O
Sentence433,other,JJ,O
Sentence433,institutions,NNS,O
Sentence433,are,VBP,O
Sentence433,other,JJ,O
Sentence433,factors,NNS,O
Sentence433,.,.,O
Sentence434,Main,NN,O
Sentence434,challenges,NNS,O
Sentence434,are,VBP,O
Sentence434,effectively,RB,O
Sentence434,sync,JJ,O
Sentence434,internal,JJ,O
Sentence434,and,CC,O
Sentence434,external,JJ,O
Sentence434,operations,NNS,O
Sentence434,in,IN,O
Sentence434,such,PDT,O
Sentence434,a,DT,O
Sentence434,manner,NN,O
Sentence434,that,IN,O
Sentence434,job,NN,O
Sentence434,can,MD,O
Sentence434,be,VB,O
Sentence434,finished,VBN,O
Sentence434,within,IN,O
Sentence434,time,NN,O
Sentence434,limit,NN,O
Sentence434,and,CC,O
Sentence434,integration,NN,O
Sentence434,with,IN,O
Sentence434,different,JJ,O
Sentence434,agencies,NNS,O
Sentence434,on,IN,O
Sentence434,an,DT,O
Sentence434,agreed,VBN,O
Sentence434,upon,IN,O
Sentence434,common,JJ,O
Sentence434,data,NNS,O
Sentence434,format,NN,O
Sentence434,Major,NNP,O
Sentence434,Project,NN,O
Sentence434,:,:,O
Sentence434,Project,JJ,O
Sentence434,Title,NNP,O
Sentence434,:,:,O
Sentence434,Real,JJ,O
Sentence434,Time,NNP,O
Sentence434,Agent,NNP,O
Sentence434,Based,VBD,O
Sentence434,DMS,NNP,O
Sentence434,Duration,NNP,O
Sentence434,:,:,O
Sentence434,60-75,JJ,O
Sentence434,Days,NNP,O
Sentence434,.,.,O
Sentence435,Technology,NN,O
Sentence435,Used,VBN,O
Sentence435,:,:,O
Sentence435,Dot,JJ,B-TECH
Sentence435,net,NN,I-TECH
Sentence435,",",",",O
Sentence435,windows,VBZ,B-TECH
Sentence435,xp,NNP,I-TECH
Sentence435,",",",",O
Sentence435,Microsoft,NNP,B-TECH
Sentence435,visual,JJ,B-TECH
Sentence435,studio,NN,I-TECH
Sentence435,.,.,O
Sentence436,Tools,NNS,O
Sentence436,used,VBD,O
Sentence436,:,:,O
Sentence436,Microsoft,NNP,B-TECH
Sentence436,SQLServer,NNP,B-TECH
Sentence436,2005,CD,I-TECH
Sentence436,",",",",O
Sentence436,llsweb,VBZ,B-TECH
Sentence436,server,NN,I-TECH
Sentence436,.,.,O
Sentence437,Role,NN,O
Sentence437,:,:,O
Sentence437,Team,NN,O
Sentence437,Member,NNP,O
Sentence437,Project,NNP,O
Sentence437,Description,NNP,O
Sentence437,:,:,O
Sentence437,●,NN,O
Sentence437,It,PRP,O
Sentence437,’,NNP,O
Sentence437,s,VBD,O
Sentence437,an,DT,O
Sentence437,IEEE,NNP,O
Sentence437,project,NN,O
Sentence437,.,.,O
Sentence438,●,VB,O
Sentence438,In,IN,O
Sentence438,this,DT,O
Sentence438,project,NN,O
Sentence438,",",",",O
Sentence438,we,PRP,O
Sentence438,have,VBP,O
Sentence438,5,CD,O
Sentence438,modules,NNS,O
Sentence438,1,CD,O
Sentence438,.,.,O
Sentence439,Administration,NNP,O
Sentence439,.,.,O
Sentence440,2,CD,O
Sentence440,.,.,O
Sentence441,Users,NNS,O
Sentence441,.,.,O
Sentence442,3,CD,O
Sentence442,.,.,O
Sentence443,Report,NN,O
Sentence443,4,CD,O
Sentence443,.,.,O
Sentence444,Search,NN,O
Sentence444,5,CD,O
Sentence444,.,.,O
Sentence445,Authentication,NN,O
Sentence445,.,.,O
Sentence446,●,NN,O
Sentence446,I,PRP,O
Sentence446,gave,VBD,O
Sentence446,review,NN,O
Sentence446,of,IN,O
Sentence446,entire,JJ,O
Sentence446,project,NN,O
Sentence446,.,.,O
Sentence447,And,CC,O
Sentence447,my,PRP$,O
Sentence447,module,NN,O
Sentence447,is,VBZ,O
Sentence447,Time,NNP,O
Sentence447,Duration,NNP,O
Sentence447,Personal,NNP,O
Sentence447,Details,NNS,O
Sentence447,:,:,O
Sentence447,Full,NNP,O
Sentence447,Name,NN,O
Sentence447,:,:,O
Sentence447,Anusha,NNP,B-PER
Sentence447,C,NNP,I-PER
Sentence447,Father,NNP,O
Sentence447,"s"",",,O
Sentence447,name,NN,O
Sentence447,:,:,O
Sentence447,Rajashekar,JJ,O
Sentence447,Gender,NN,O
Sentence447,:,:,O
Sentence447,Female,JJ,O
Sentence447,D.O.B,NNP,O
Sentence447,:,:,O
Sentence447,17th,CD,O
Sentence447,Jun,NNP,O
Sentence447,1995,CD,O
Sentence447,Declaration,NNP,O
Sentence447,:,:,O
Sentence447,I,PRP,O
Sentence447,hereby,VBP,O
Sentence447,declared,VBD,O
Sentence447,that,IN,O
Sentence447,information,NN,O
Sentence447,given,VBN,O
Sentence447,above,IN,O
Sentence447,is,VBZ,O
Sentence447,TRUE,JJ,O
Sentence447,to,TO,O
Sentence447,best,JJS,O
Sentence447,of,IN,O
Sentence447,my,PRP$,O
Sentence447,information,NN,O
Sentence447,knowledge,NN,O
Sentence447,belief,NN,O
Sentence447,.,.,O
Sentence448,Date,NN,O
Sentence448,:,:,O
Sentence448,Place,NN,O
Sentence448,:,:,O
Sentence448,Hyderabad,NNP,O
Sentence448,(,(,O
Sentence448,Anusha,NNP,O
Sentence448,C,NNP,O
Sentence448,,,O
Sentence448,",",,O
Sentence448,,,O
Sentence448,Curriculum,NNP,O
Sentence448,Vitae,NNP,O
Sentence448,Anveerappa,NNP,B-PER
Sentence448,Dhuttarge,NNP,I-PER
Sentence448,#,#,O
Sentence448,892,CD,O
Sentence448,2nd,CD,O
Sentence448,floor,NN,O
Sentence448,",",",",O
Sentence448,9th,CD,O
Sentence448,cross,NN,O
Sentence448,16th,CD,O
Sentence448,Main,NNP,O
Sentence448,BTM,NNP,O
Sentence448,2nd,CD,O
Sentence448,stage,NN,O
Sentence448,",",",",O
Sentence448,Bangalore-560076,NNP,O
Sentence448,Contact,NNP,O
Sentence448,No,NNP,O
Sentence448,:,:,O
Sentence448,91,RB,O
Sentence448,9663391555,CD,I-PER
Sentence448,Email,NNP,O
Sentence448,ID,NNP,O
Sentence448,:,:,O
Sentence448,anveerappa,NN,O
Sentence448,@,NNP,O
Sentence448,campusuvce.in,NN,O
Sentence448,Objective,NN,O
Sentence448,:,:,O
Sentence448,To,TO,O
Sentence448,work,VB,O
Sentence448,in,IN,O
Sentence448,a,DT,O
Sentence448,healthy,JJ,O
Sentence448,",",",",O
Sentence448,innovative,JJ,O
Sentence448,and,CC,O
Sentence448,challenging,JJ,O
Sentence448,environment,NN,O
Sentence448,extracting,VBG,O
Sentence448,the,DT,O
Sentence448,best,JJS,O
Sentence448,out,IN,O
Sentence448,of,IN,O
Sentence448,me,PRP,O
Sentence448,",",",",O
Sentence448,which,WDT,O
Sentence448,is,VBZ,O
Sentence448,conducive,JJ,O
Sentence448,to,TO,O
Sentence448,learn,VB,O
Sentence448,and,CC,O
Sentence448,grow,VB,O
Sentence448,at,IN,O
Sentence448,professional,JJ,O
Sentence448,as,RB,O
Sentence448,well,RB,O
Sentence448,as,IN,O
Sentence448,personal,JJ,O
Sentence448,level,NN,O
Sentence448,thereby,RB,O
Sentence448,directing,VBG,O
Sentence448,my,PRP$,O
Sentence448,future,NN,O
Sentence448,endeavors,NNS,O
Sentence448,as,IN,O
Sentence448,an,DT,O
Sentence448,asset,NN,O
Sentence448,to,TO,O
Sentence448,the,DT,O
Sentence448,organization,NN,O
Sentence448,.,.,O
Sentence449,Academic,JJ,O
Sentence449,Qualification,NN,O
Sentence449,:,:,O
Sentence449,Academic,JJ,O
Sentence449,Qualification,NNP,O
Sentence449,Specialization,NNP,O
Sentence449,Institute/,NNP,O
Sentence449,University,NNP,O
Sentence449,Year,NNP,O
Sentence449,of,IN,O
Sentence449,Passing,NNP,O
Sentence449,Percentage,NNP,O
Sentence449,(,(,O
Sentence449,%,NN,O
Sentence449,,,O
Sentence449,",",,O
Sentence449,,,O
Sentence449,B.E,NNP,B-EDU
Sentence449,.,.,I-EDU
Sentence450,Information,NNP,I-EDU
Sentence450,Science,NNP,I-EDU
Sentence450,&,CC,I-EDU
Sentence450,Engg,NNP,I-EDU
Sentence450,.,.,I-EDU
Sentence451,University,NNP,I-EDU
Sentence451,Visvesvaraya,NNP,I-EDU
Sentence451,college,NN,I-EDU
Sentence451,of,IN,I-EDU
Sentence451,engineering,NN,I-EDU
Sentence451,",",",",I-EDU
Sentence451,Bangalore,NNP,I-EDU
Sentence451,.,.,I-EDU
Sentence452,2016,CD,I-EDU
Sentence452,74.760000000000005,CD,I-EDU
Sentence452,DIPLOMA,NNP,B-EDU
Sentence452,Information,NNP,I-EDU
Sentence452,Science,NNP,I-EDU
Sentence452,&,CC,I-EDU
Sentence452,Engg,NNP,I-EDU
Sentence452,.,.,I-EDU
Sentence453,Govt,NNP,I-EDU
Sentence453,.,.,I-EDU
Sentence454,Polytechnic,NNP,I-EDU
Sentence454,Gulbarga,NNP,I-EDU
Sentence454,.,.,I-EDU
Sentence455,2011,CD,I-EDU
Sentence455,71.19,CD,I-EDU
Sentence455,10th,CD,B-EDU
Sentence455,,NNP,I-EDU
Sentence455,Sri,NNP,I-EDU
Sentence455,Siddeshwara,NNP,I-EDU
Sentence455,High,NNP,I-EDU
Sentence455,School,NNP,I-EDU
Sentence455,.,.,I-EDU
Sentence456,Hodlur,NNP,I-EDU
Sentence456,",",",",I-EDU
Sentence456,Gulbarga,NNP,I-EDU
Sentence456,2007,CD,I-EDU
Sentence456,79.84,CD,I-EDU
Sentence456,Technical,NNP,O
Sentence456,knowledge,NN,O
Sentence456,Languages,NNS,O
Sentence456,:,:,O
Sentence456,C,NNP,B-TECH
Sentence456,",",",",O
Sentence456,C++,NNP,B-TECH
Sentence456,",",",",O
Sentence456,JAVA,NNP,B-TECH
Sentence456,",",",",O
Sentence456,HTML,NNP,B-TECH
Sentence456,",",",",O
Sentence456,CSS,NNP,B-TECH
Sentence456,",",",",O
Sentence456,PHP,NNP,B-TECH
Sentence456,and,CC,O
Sentence456,MySQL,NNP,B-TECH
Sentence456,.,.,O
Sentence457,Academic,NNP,O
Sentence457,Projects,NNPS,O
Sentence457,Online,NNP,O
Sentence457,Complaint,NNP,O
Sentence457,Management,NNP,O
Sentence457,System,NNP,O
Sentence457,Technologies,NNPS,O
Sentence457,used,VBD,O
Sentence457,:,:,O
Sentence457,Front,JJ,O
Sentence457,End,NN,O
Sentence457,:,:,O
Sentence457,PHP,NNP,B-TECH
Sentence457,",",",",O
Sentence457,HTML,NNP,B-TECH
Sentence457,",",",",O
Sentence457,CSS,NNP,B-TECH
Sentence457,and,CC,O
Sentence457,JAVASCRIPT,NNP,B-TECH
Sentence457,.,.,O
Sentence458,Back,NNP,O
Sentence458,End,NN,O
Sentence458,:,:,O
Sentence458,MySQL,NNP,B-TECH
Sentence458,.,.,O
Sentence459,Description,NN,O
Sentence459,:,:,O
Sentence459,Customers,NNS,O
Sentence459,may,MD,O
Sentence459,have,VB,O
Sentence459,complaints,NNS,O
Sentence459,about,IN,O
Sentence459,its,PRP$,O
Sentence459,products,NNS,O
Sentence459,.,.,O
Sentence460,They,PRP,O
Sentence460,will,MD,O
Sentence460,be,VB,O
Sentence460,given,VBN,O
Sentence460,an,DT,O
Sentence460,product,NN,O
Sentence460,id,NN,O
Sentence460,for,IN,O
Sentence460,each,DT,O
Sentence460,product,NN,O
Sentence460,",",",",O
Sentence460,where,WRB,O
Sentence460,they,PRP,O
Sentence460,can,MD,O
Sentence460,send,VB,O
Sentence460,complaint,NN,O
Sentence460,based,VBN,O
Sentence460,on,IN,O
Sentence460,the,DT,O
Sentence460,product,NN,O
Sentence460,id,NN,O
Sentence460,when,WRB,O
Sentence460,they,PRP,O
Sentence460,find,VBP,O
Sentence460,a,DT,O
Sentence460,fault,NN,O
Sentence460,product,NN,O
Sentence460,.The,JJ,O
Sentence460,complaints,NNS,O
Sentence460,can,MD,O
Sentence460,be,VB,O
Sentence460,assigned,VBN,O
Sentence460,to,TO,O
Sentence460,different,JJ,O
Sentence460,persons,NNS,O
Sentence460,and,CC,O
Sentence460,will,MD,O
Sentence460,get,VB,O
Sentence460,tracked,VBN,O
Sentence460,to,TO,O
Sentence460,closure,VB,O
Sentence460,This,DT,O
Sentence460,system,NN,O
Sentence460,acts,VBZ,O
Sentence460,as,IN,O
Sentence460,an,DT,O
Sentence460,interface,NN,O
Sentence460,between,IN,O
Sentence460,the,DT,O
Sentence460,customers,NNS,O
Sentence460,and,CC,O
Sentence460,call,VB,O
Sentence460,engineers,NNS,O
Sentence460,and,CC,O
Sentence460,it,PRP,O
Sentence460,fulfills,VBZ,O
Sentence460,different,JJ,O
Sentence460,requirements,NNS,O
Sentence460,of,IN,O
Sentence460,administrator,NN,O
Sentence460,and,CC,O
Sentence460,customer,NN,O
Sentence460,more,RBR,O
Sentence460,efficiently,RB,O
Sentence460,.,.,O
Sentence461,(,(,O
Sentence461,Mini,NNP,O
Sentence461,Project,NNP,O
Sentence461,,,O
Sentence461,",",,O
Sentence461,,,O
Sentence461,mailto,NN,O
Sentence461,:,:,O
Sentence461,anveerappa,NN,O
Sentence461,@,NNP,O
Sentence461,campusuvce.in,VBZ,O
Sentence461,A,NNP,O
Sentence461,Hybrid,NNP,O
Sentence461,Cloud,NNP,O
Sentence461,Approach,NNP,O
Sentence461,for,IN,O
Sentence461,Secure,NNP,O
Sentence461,Authorized,NNP,O
Sentence461,Deduplication,NNP,O
Sentence461,Technologies,NNPS,O
Sentence461,used,VBD,O
Sentence461,:,:,O
Sentence461,Language,NN,O
Sentence461,:,:,O
Sentence461,Java,NNP,B-TECH
Sentence461,.,.,O
Sentence462,Front,NNP,O
Sentence462,End,NN,O
Sentence462,:,:,O
Sentence462,JSSP,NNP,B-TECH
Sentence462,",",",",O
Sentence462,Servlet,NNP,B-TECH
Sentence462,.,.,O
Sentence463,Back,NNP,O
Sentence463,End,NN,O
Sentence463,:,:,O
Sentence463,MySQL,NNP,B-TECH
Sentence463,.,.,O
Sentence464,Web,NNP,O
Sentence464,Server,NNP,O
Sentence464,:,:,O
Sentence464,Apache,NNP,B-TECH
Sentence464,tomcat5.5,NN,I-TECH
Sentence464,.,.,O
Sentence465,Description,NN,O
Sentence465,:,:,O
Sentence465,Data,NNP,O
Sentence465,deduplication,NN,O
Sentence465,is,VBZ,O
Sentence465,a,DT,O
Sentence465,specialized,JJ,O
Sentence465,data,NN,O
Sentence465,compression,NN,O
Sentence465,technique,NN,O
Sentence465,for,IN,O
Sentence465,eliminating,VBG,O
Sentence465,duplicate,JJ,O
Sentence465,copies,NNS,O
Sentence465,of,IN,O
Sentence465,repeating,VBG,O
Sentence465,data,NNS,O
Sentence465,in,IN,O
Sentence465,storage,NN,O
Sentence465,.,.,O
Sentence466,The,DT,O
Sentence466,technique,NN,O
Sentence466,is,VBZ,O
Sentence466,used,VBN,O
Sentence466,to,TO,O
Sentence466,improve,VB,O
Sentence466,storage,NN,O
Sentence466,utilization,NN,O
Sentence466,and,CC,O
Sentence466,can,MD,O
Sentence466,also,RB,O
Sentence466,be,VB,O
Sentence466,applied,VBN,O
Sentence466,to,TO,O
Sentence466,network,NN,O
Sentence466,data,NNS,O
Sentence466,transfers,NNS,O
Sentence466,to,TO,O
Sentence466,reduce,VB,O
Sentence466,the,DT,O
Sentence466,number,NN,O
Sentence466,of,IN,O
Sentence466,bytes,NNS,O
Sentence466,that,WDT,O
Sentence466,must,MD,O
Sentence466,be,VB,O
Sentence466,sent,VBN,O
Sentence466,.,.,O
Sentence467,Extra-Curricular,JJ,O
Sentence467,Activities,NNS,O
Sentence467,:,:,O
Sentence467,·,NN,O
Sentence467,Attended,VBD,B-ACH
Sentence467,technical,JJ,I-ACH
Sentence467,event,NN,I-ACH
Sentence467,on,IN,I-ACH
Sentence467,Microsoft,NNP,I-ACH
Sentence467,cloud,VBP,I-ACH
Sentence467,road,NN,I-ACH
Sentence467,show,NN,I-ACH
Sentence467,.,.,O
Sentence468,·,CC,O
Sentence468,Voluntarily,RB,B-SOFT
Sentence468,participated,VBN,I-SOFT
Sentence468,in,IN,I-SOFT
Sentence468,college,NN,I-SOFT
Sentence468,events,NNS,I-SOFT
Sentence468,Inter-Personal,JJ,I-SOFT
Sentence468,Skills,NNS,I-SOFT
Sentence468,:,:,O
Sentence468,·,RB,O
Sentence468,Positive,NNP,B-SOFT
Sentence468,Attitude,NNP,I-SOFT
Sentence468,",",",",O
Sentence468,Determined,NNP,B-SOFT
Sentence468,",",",",O
Sentence468,High,NNP,B-SOFT
Sentence468,Energies,NNP,I-SOFT
Sentence468,.,.,O
Sentence469,·,VB,O
Sentence469,Adaptive,JJ,B-SOFT
Sentence469,Nature,NNP,I-SOFT
Sentence469,",",",",O
Sentence469,Hard,NNP,B-SOFT
Sentence469,Working,NNP,I-SOFT
Sentence469,and,CC,I-SOFT
Sentence469,Sincere,NNP,I-SOFT
Sentence469,.,.,O
Sentence470,·,VB,O
Sentence470,Good,JJ,B-SOFT
Sentence470,decision,NN,I-SOFT
Sentence470,making,NN,I-SOFT
Sentence470,and,CC,I-SOFT
Sentence470,analytical,JJ,I-SOFT
Sentence470,skills,NNS,I-SOFT
Sentence470,.,.,O
Sentence471,·,CC,O
Sentence471,Able,JJ,B-SOFT
Sentence471,to,TO,I-SOFT
Sentence471,handle,VB,I-SOFT
Sentence471,people,NNS,I-SOFT
Sentence471,in,IN,I-SOFT
Sentence471,a,DT,I-SOFT
Sentence471,very,RB,I-SOFT
Sentence471,efficient,JJ,I-SOFT
Sentence471,way,NN,I-SOFT
Sentence471,.,.,O
Sentence472,Personal,JJ,O
Sentence472,Information,NN,O
Sentence472,:,:,O
Sentence472,Father,NNP,O
Sentence472,’,NNP,O
Sentence472,s,VBD,O
Sentence472,Name,NN,O
Sentence472,:,:,O
Sentence472,Prabhu,NNP,O
Sentence472,Mother,NNP,O
Sentence472,’,NNP,O
Sentence472,s,NN,O
Sentence472,Name,NN,O
Sentence472,:,:,O
Sentence472,Parvati,NNP,O
Sentence472,Date,NNP,O
Sentence472,of,IN,O
Sentence472,birth,NN,O
Sentence472,:,:,O
Sentence472,33428,CD,O
Sentence472,Gender,NN,O
Sentence472,:,:,O
Sentence472,Male,JJ,O
Sentence472,Hobbies,NNS,O
Sentence472,:,:,O
Sentence472,Playing,NNP,B-HOB
Sentence472,Indoor,NNP,I-HOB
Sentence472,&,CC,I-HOB
Sentence472,Outdoor,NNP,I-HOB
Sentence472,games,NNS,I-HOB
Sentence472,",",",",O
Sentence472,Watching,VBG,B-HOB
Sentence472,Movies,NNS,I-HOB
Sentence472,and,CC,I-HOB
Sentence472,Listening,VBG,I-HOB
Sentence472,Music,NNP,I-HOB
Sentence472,Languages,NNP,O
Sentence472,Known,NNP,O
Sentence472,:,:,O
Sentence472,English,JJ,B-LANG
Sentence472,",",",",O
Sentence472,Kannada,NNP,B-LANG
Sentence472,",",",",O
Sentence472,Hindi,NNP,B-LANG
Sentence472,and,CC,O
Sentence472,Marathi,NNP,B-LANG
Sentence472,Permanent,NNP,O
Sentence472,Address,NNP,O
Sentence472,:,:,O
Sentence472,#,#,O
Sentence472,45,CD,O
Sentence472,",",",",O
Sentence472,Near,NNP,O
Sentence472,bus,NN,O
Sentence472,stand,NN,O
Sentence472,Hodlur,NNP,O
Sentence472,",",",",O
Sentence472,Tq,NNP,O
Sentence472,:,:,O
Sentence472,Aland,NNP,O
Sentence472,",",",",O
Sentence472,Dist,NNP,O
Sentence472,:,:,O
Sentence472,Gulbarga,NNP,O
Sentence472,.,.,O
Sentence473,-585314,CC,O
Sentence473,Declaration,NN,O
Sentence473,:,:,O
Sentence473,I,PRP,O
Sentence473,hereby,VBP,O
Sentence473,declare,VB,O
Sentence473,that,IN,O
Sentence473,the,DT,O
Sentence473,above,JJ,O
Sentence473,written,VBN,O
Sentence473,particulars,NNS,O
Sentence473,are,VBP,O
Sentence473,TRUE,JJ,O
Sentence473,and,CC,O
Sentence473,correct,JJ,O
Sentence473,to,TO,O
Sentence473,the,DT,O
Sentence473,best,JJS,O
Sentence473,of,IN,O
Sentence473,my,PRP$,O
Sentence473,knowledge,NN,O
Sentence473,and,CC,O
Sentence473,belief,NN,O
Sentence473,.,.,O
Sentence474,Place,NN,O
Sentence474,:,:,O
Sentence474,Bangalore,NNP,O
Sentence474,Anveerappa,NNP,O
Sentence474,Dhuttarge,NNP,O
Sentence474,RESUME,NNP,O
Sentence474,Apoorva,NNP,B-PER
Sentence474,K,NNP,I-PER
Sentence474,B,NNP,I-PER
Sentence474,D/O,NNP,O
Sentence474,Basavaraju,NNP,O
Sentence474,K,NNP,O
Sentence474,R,NNP,O
Sentence474,",",",",O
Sentence474,10th,CD,O
Sentence474,ward,JJ,O
Sentence474,new,JJ,O
Sentence474,extension,NN,O
Sentence474,",",",",O
Sentence474,Karinanjinapura,NNP,O
Sentence474,",",",",O
Sentence474,E-mail,NNP,O
Sentence474,:,:,O
Sentence474,apoorvakb.26,NN,O
Sentence474,@,NNP,O
Sentence474,gmail.com,NN,O
Sentence474,Chamaraja,NNP,O
Sentence474,Nagar,NNP,O
Sentence474,Contact,NNP,O
Sentence474,no,DT,O
Sentence474,.,.,O
Sentence475,:,:,O
Sentence475,9739646892,CD,O
Sentence475,CAREER,NNP,O
Sentence475,OBJECTIVE,NNP,O
Sentence475,:,:,O
Sentence475,Seeking,VBG,O
Sentence475,a,DT,O
Sentence475,challenging,VBG,O
Sentence475,career,NN,O
Sentence475,which,WDT,O
Sentence475,would,MD,O
Sentence475,utilize,VB,O
Sentence475,my,PRP$,O
Sentence475,knowledge,NN,O
Sentence475,and,CC,O
Sentence475,creativity,NN,O
Sentence475,in,IN,O
Sentence475,achieving,VBG,O
Sentence475,the,DT,O
Sentence475,organizational,JJ,O
Sentence475,goals,NNS,O
Sentence475,as,RB,O
Sentence475,well,RB,O
Sentence475,as,IN,O
Sentence475,providing,VBG,O
Sentence475,a,DT,O
Sentence475,platform,NN,O
Sentence475,to,TO,O
Sentence475,enhance,VB,O
Sentence475,my,PRP$,O
Sentence475,carrier,NN,O
Sentence475,.,.,O
Sentence476,EDUCATION,NN,O
Sentence476,QUALIFICATION,NN,O
Sentence476,:,:,O
Sentence476,QUALIFICATION,JJ,O
Sentence476,YEAR,NN,O
Sentence476,OF,IN,O
Sentence476,PASSING,NNP,O
Sentence476,UNIVERSITY,NNP,O
Sentence476,AGGREGATE,NNP,O
Sentence476,B.E,NNP,B-EDU
Sentence476,(,(,I-EDU
Sentence476,CS,NNP,I-EDU
Sentence476,&,CC,I-EDU
Sentence476,E,NNP,I-EDU
Sentence476,,,I-EDU
Sentence476,",",,I-EDU
Sentence476,,,I-EDU
Sentence476,2016,CD,I-EDU
Sentence476,VTU,NNP,I-EDU
Sentence476,",",",",I-EDU
Sentence476,Belgaum,NNP,I-EDU
Sentence476,73.47,CD,I-EDU
Sentence476,%,NN,I-EDU
Sentence476,PUC,NNP,B-EDU
Sentence476,2012,CD,I-EDU
Sentence476,Pre,NNP,I-EDU
Sentence476,University,NNP,I-EDU
Sentence476,Board,NNP,I-EDU
Sentence476,81,CD,I-EDU
Sentence476,%,NN,I-EDU
Sentence476,SSLC,NNP,B-EDU
Sentence476,2010,CD,I-EDU
Sentence476,Karnataka,NNP,I-EDU
Sentence476,State,NNP,I-EDU
Sentence476,Board,NNP,I-EDU
Sentence476,92.96,CD,I-EDU
Sentence476,%,NN,I-EDU
Sentence476,SOFTWARE,NNP,O
Sentence476,PROFICIENCY,NNP,O
Sentence476,:,:,O
Sentence476,Programming,NN,O
Sentence476,Languages,NNS,O
Sentence476,:,:,O
Sentence476,C,NNP,B-TECH
Sentence476,",",",",O
Sentence476,C++,NNP,B-TECH
Sentence476,",",",",O
Sentence476,Data,NNP,B-TECH
Sentence476,Structure,NNP,I-TECH
Sentence476,.,.,O
Sentence477,Development,NNP,O
Sentence477,Tools,NNP,O
Sentence477,:,:,O
Sentence477,Open,JJ,B-TECH
Sentence477,GL,NNP,I-TECH
Sentence477,.,.,O
Sentence478,Databases,NNS,O
Sentence478,:,:,O
Sentence478,SQL,NNP,B-TECH
Sentence478,(,(,O
Sentence478,Basics,NNPS,O
Sentence478,,,O
Sentence478,",",,O
Sentence478,,,O
Sentence478,.,.,O
Sentence479,Operating,VBG,O
Sentence479,Systems,NNPS,O
Sentence479,:,:,O
Sentence479,Windows,VBZ,B-TECH
Sentence479,7/XP,CD,I-TECH
Sentence479,",",",",O
